EFFECTIVE_DATE,CURVE_ID,CURVE_TYPE_ID,CURVE_NAME,EXPECTED_DAYS,EXPECTED_FREQUENCY,ETA_OPR_ARRIVAL_LAG,LAST_SUCCESS_DATE,DAYS_LAG,DAY,EXPECTED_DATETIME_BUILT,EXECUTION_TIMESTAMP,MISSING,distributed,CTTS,custom_curve_name_filter,Internal Curve Num,Internal Quote Num,SUB.Tempest.Quote,pos_unpriced_bbl,max_date_exposure,pos_unpriced_bbl_abs,comment
2025-06-12,922340637,5,FQ_54JETdapLIN_FIN,['Tuesday' 'Thursday' 'Wednesday' 'Friday' 'Monday'],1,1.0,2025-06-11,1,Thursday,2025-06-13 02:48:00,2025-06-13 03:21:04.812021,True,True,False,False,,,54JETdapLIN,300000.0,2025-06-10,300000.0,
